-0.087730,0.037252
0.262167,0.065033
0.061383,-0.152413
0.020095,-0.000839
0.095277,0.084209
0.040350,0.265594
-0.128994,-0.141080
0.041278,0.170993
-0.234666,0.137017
-0.191193,0.163245
0.163091,0.113684
-0.004056,0.025683
0.246061,0.167455
0.024336,0.238665
0.088996,0.261211
-0.067093,-0.001007
-0.248106,-0.060549
0.019823,-0.094040
-0.228203,-0.024221
-0.124982,0.003294
0.037738,0.127287
-0.049134,0.093939
-0.019513,0.250905
-0.045215,-0.115020
-0.091839,0.266280
0.056645,-0.141464
0.220531,0.106300
-0.074845,-0.155825
-0.163768,0.212392
0.232861,-0.155188
-0.190480,0.163813
0.006844,0.298092
0.197813,-0.108041
-0.195585,-0.133640
-0.056273,-0.179734
0.174953,-0.116195
0.014847,0.160810
-0.176885,-0.019906
-0.115244,0.107553
-0.267264,-0.052283
-0.021619,0.086299
0.053555,0.083234
0.205179,-0.015238
0.137106,-0.022322
-0.183523,-0.011836
-0.116692,-0.092255
-0.005619,-0.102430
-0.266460,-0.052944
-0.079626,0.254133
0.104216,-0.258858
0.091798,0.107868
-0.136865,0.108420
-0.197840,0.120673
-0.032079,-0.062606
0.009810,-0.206355
0.096982,-0.210144
0.127336,0.266007
0.012038,-0.148268
-0.020357,0.128533
-0.034665,-0.167407
-0.168787,0.204707
0.000371,-0.115533
-0.121694,-0.106770
-0.190311,-0.186996
0.044260,0.083135
0.090871,0.127241
0.284388,-0.045995
-0.044273,0.049494
-0.179977,-0.221791
-0.252031,-0.093528
0.213757,-0.134570
0.073076,-0.275110
-0.269395,-0.091528
-0.066580,0.151556
0.224821,0.084790
0.205713,-0.120228
-0.200130,0.206119
-0.057700,0.289151
0.029318,0.223515
-0.110307,0.122164
0.133082,0.137150
-0.031969,-0.107273
-0.047670,-0.179328
-0.073405,-0.220947
-0.125975,0.132786
-0.101177,-0.121111
0.174015,0.230499
0.147015,0.158719
-0.186046,-0.203438
0.011944,-0.259029
0.203340,0.038749
0.209383,0.205454
-0.246001,-0.021529
-0.242265,-0.128530
-0.176272,0.094216
-0.124488,-0.144574
0.239477,0.157782
0.146178,-0.143032
0.101406,0.270747
0.014469,-0.151110
-1.028828,1.038711
-0.874679,0.589629
-0.781700,0.984861
-0.718604,0.928917
-1.045924,0.741431
-1.078723,0.688794
-0.725240,0.655074
-0.700133,1.094934
-0.624028,0.818284
-0.822893,0.891224
-0.537019,0.983235
-0.745916,0.857432
-0.987162,0.738365
-1.011862,0.846250
-0.557745,0.963833
-0.509411,0.883090
-0.749309,0.862062
-0.817990,0.761181
-0.634989,0.853895
-0.628114,0.738682
-0.983398,0.501089
-1.046779,0.970604
-0.531133,0.888521
-0.781104,1.028118
-0.763698,0.887521
-0.574940,0.880467
-0.531566,0.627439
-0.919404,0.664057
-0.962512,0.938195
-0.641285,0.652969
-0.538779,0.887225
-0.594969,0.709593
-0.841408,0.669189
-0.711456,1.060755
-0.558189,0.638273
-0.504208,0.987476
-1.027773,0.920231
-0.824899,0.989123
-1.061205,1.011970
-0.686204,0.783889
-0.533427,1.094561
-0.750849,0.789418
-0.876936,0.531958
-0.548010,0.611536
-0.974992,0.873937
-0.572122,1.093872
-0.599888,0.806229
-0.595880,0.658147
-0.683600,0.569623
-0.600969,0.878653
-0.516073,0.845240
-1.010061,0.778544
-0.567095,0.533532
-0.626008,0.629163
-0.747847,1.061163
-0.920004,0.525907
-0.937745,0.577555
-0.523551,0.931848
-0.565137,0.721951
-0.973829,0.939428
-0.941553,0.520874
-0.704419,0.549125
-0.906014,0.565525
-1.075570,0.790044
-1.061771,0.587865
-0.924391,0.791148
-0.591918,0.532226
-0.597753,0.968704
-1.069393,0.997721
-0.849728,0.602057
-0.780682,0.585727
-0.981934,0.830666
-0.585998,0.814016
-0.815095,1.067079
-0.680285,0.737912
-0.756878,0.701530
-0.985790,1.065074
-1.024694,0.630388
-0.761451,0.988451
-0.816649,0.948332
-0.886493,0.731795
-0.840434,0.930296
-0.846612,0.599938
-1.054166,0.845550
-0.940467,1.082771
-0.631496,0.631077
-0.549719,0.774608
-0.565152,1.082643
-0.669196,0.804473
-0.650266,1.023223
-1.042253,0.759978
-0.647319,0.921988
-0.839927,1.053500
-0.556251,0.936988
-1.053734,0.836759
-1.062267,0.529185
-0.707428,0.720526
-0.840430,0.881870
-0.958856,1.055268
-0.881683,0.573595
-0.541667,-0.934637
-0.736534,-0.989223
